pixel,visibility
1,0.0303419625716
2,0.0164679699568
3,0.0232882740508
4,0.0168104971981
5,0.0271828623953
6,0.0113995952547
7,0.00859963355625
8,0.0220365768212
9,0.0142286792248
10,0.0190966333702
11,0.0149313328963
12,0.0105063284145
13,0.0235798550066
14,0.0222257853948
15,0.0140773721243
16,0.0200476222299
17,0.00994776474181
18,0.00579731709677
19,0.00333743214163
20,0.00639531959433
21,0.00523118057107
22,0.00528887636488
23,0.00347881985946
24,0.00568717870272
25,0.00485313162235
26,0.0192303281732
27,0.00164885220769
28,0.00965949351009
29,0.00482603766842
30,0.00584793798636
31,0.00669850994974
32,0.00634871066587
33,0.00855784790161
34,0.00124910820449
35,0.00525225881435
36,0.00529872997866
37,0.00568318659482
38,0.000702580904091
39,0.00381145933781
40,0.0100332559681
41,0.00982379471403
42,0.00183297581762
43,0.00341078364924
44,0.00560498438745
45,0.00611934349409
46,0.00147952841758
47,0.00156597321842
48,0.00480856366716
49,0.00234202822683
50,0.00418923284007
51,0.00153140475782
52,0.00561571073617
53,0.00224014154073
54,0.00838330812627
55,0.00343002687916
56,0.000440703259877
57,0.0036795650196
58,0.00679816000206
59,0.00503456219723
60,0.00785684884605
61,0.0046361350289
62,0.01070924105
63,0.00403912251152
64,0.00289109456292
65,0.00464067461486
66,0.00809308177044
67,0.00735743856624
68,0.00364436977188
69,0.00347246047575
70,0.00439973284435
71,0.00533874744183
72,0.00556264459771
73,0.00718087261319
74,0.00352583773412
75,0.00624744315121
76,0.00299857294468
77,0.00549878980144
78,0.0101011798837
79,0.00987638724759
80,0.00839760923755
81,0.0059964892897
82,0.000413624311179
83,0.00304434462082
84,0.0160788581232
85,0.00882048508227
86,0.00607085814515
87,0.00502321318706
88,0.00911835540395
89,0.00998020438438
90,0.0023868358328
91,0.00361851693727
92,0.0142246900184
93,0.013674404582
94,0.00358095246624
95,0.00237188596064
96,0.000380576209872
97,0.0109501431786
98,0.0163803673606
99,0.0213495505886
100,0.0147700780865
101,0.00896948881469
102,0.0161892247518
103,0.00407054099826
104,0.00342782244693
105,0.0123885178708
106,0.0148189361549
107,0.00524485380539
108,0.0115696523031
109,0.00509470716337
110,0.0100213165877
111,0.00875451950373
112,0.0120121853539
113,0.00748596392398
114,0.00712507233733
115,0.00435201033759
116,0.00619439033687
117,0.0152807347199
118,0.022934736013
119,0.015177110972
120,0.00618726683479
121,0.0177709844656
122,0.0142097607037
123,0.0156528590233
124,0.0187235923642
125,0.0264202341135
126,0.030301088891
127,0.0230250397496
128,0.0149551519535
129,0.0232435271016
130,0.0230973045205
131,0.0125949585134
132,0.00864775430945
133,0.0244097633517
134,0.0287870531428
135,0.0253126937976
136,0.0155542984864
137,0.0124238011553
138,0.0255192267579
139,0.0180238542146
140,0.00983846507593
141,0.0116488710934
142,0.00451584423063
143,0.00292834920123
144,0.0109150165053
145,0.00314960998931
146,0.0032956953351
147,0.00451386657307
148,0.0128767485013
149,0.00322552548789
150,0.00655722146879
151,0.00090916524943
152,0.0102967431242
153,0.00903392932965
154,0.00895067850813
155,0.00687237025595
156,0.00471264444376
157,0.00794104288619
158,0.00141160973941
159,0.00624995866572
160,0.00809552865818
161,0.0113053764696
162,0.0032417142457
163,0.00833146592704
164,0.00465495488182
165,0.0134333674221
166,0.0110744023536
167,0.0113253473985
168,0.00562680626966
169,0.00627179285349
170,0.00388408931069
171,0.0071446397906
172,0.0112843746618
173,0.0201790367415
174,0.0070407659807
175,0.0216566236432
176,0.0218225900941
177,0.0268391860902
178,0.0229924132406
179,0.018088134328
180,0.0182467225724
181,0.0232994828118
182,0.0341277938799
183,0.0191342339536
184,0.0281626369472
185,0.0293063182144
186,0.0316866870336
187,0.0299812941643
188,0.0435534218384
189,0.0543236027577
190,0.0606152330529
191,0.0636301573254
192,0.0763210726079
193,0.0911320162888
194,0.0986902880159
195,0.107711714813
196,0.113139835481
197,0.124782274466
198,0.138372288925
199,0.170277764671
200,0.167562349484
201,0.165343630736
202,0.169908440074
203,0.176189785551
204,0.181836683143
205,0.185856016813
206,0.187340125818
207,0.195773176286
208,0.191503784771
209,0.199696212852
210,0.19985335443
211,0.191781580034
212,0.189193889172
213,0.201816751272
214,0.181610313109
215,0.162904792205
216,0.172222946702
217,0.19271184836
218,0.17812048191
219,0.174374382585
220,0.168623602083
221,0.152977101009
222,0.147082915269
223,0.148094080193
224,0.157421119317
225,0.148173234765
226,0.140865544599
227,0.129143286895
228,0.120305566628
229,0.108985509437
230,0.0844530851486
231,0.068919936811
232,0.0768984780737
233,0.0598128709033
