pixel,visibility
1,0.0232637773851
2,0.0207511188018
3,0.0165037281139
4,0.0149469526091
5,0.0175660529363
6,0.0173596421915
7,0.0199778373566
8,0.0107531293903
9,0.00546034813249
10,0.0102679752787
11,0.0129715233704
12,0.0085370820866
13,0.0149204811248
14,0.0109653630319
15,0.0177672517913
16,0.0106174855201
17,0.00115050143085
18,0.00678453083172
19,0.00485270768715
20,0.00738377666574
21,0.0142768170196
22,0.00416080743817
23,0.00665704879852
24,0.00451484863171
25,0.00182335062629
26,0.00987474719209
27,0.00356551224599
28,0.00425662349836
29,0.00410703141227
30,0.00905896471263
31,0.010199134918
32,0.00840145611762
33,0.00348820929316
34,0.00545826051793
35,0.00869281029248
36,0.0017549108756
37,0.00865222262996
38,0.00475999453315
39,0.00471749751903
40,0.00453235868103
41,0.00673441952653
42,0.00829049307365
43,0.00720321600554
44,0.00518611813961
45,0.00382666779749
46,0.00516409083437
47,0.00550798642732
48,0.00927433748067
49,0.00646848583412
50,0.00890051585391
51,0.00432981901112
52,0.0120757515654
53,0.00685582877545
54,0.00815026776913
55,0.00413291860921
56,0.00314035410386
57,0.00537761412823
58,0.000719098879905
59,0.00488215269031
60,0.0078135923139
61,0.00477187436983
62,0.00461696406919
63,0.00103193730083
64,0.0057028826729
65,0.00340926944219
66,0.00110027901072
67,0.00388582533703
68,0.0137329022637
69,0.0117372515765
70,0.0083317182383
71,0.00322882868822
72,0.00821095435007
73,0.0039443210169
74,0.00300111941859
75,0.00917016735161
76,0.00412629666654
77,0.0014405578999
78,0.0121645064045
79,0.00449624940068
80,0.0065089931269
81,0.0163734716945
82,0.00622162179702
83,0.00754265389929
84,0.00029033986893
85,0.0119299788131
86,0.00880283488148
87,0.0221411123875
88,0.0135520188616
89,0.00807282343628
90,0.0156272140276
91,0.0133001276079
92,0.0202768405699
93,0.00987968384609
94,0.00119371827972
95,0.0101912535154
96,0.0192509049143
97,0.0242762537174
98,0.0161284730036
99,0.00916054499411
100,0.0240303966905
101,0.0114147691882
102,0.0294437853763
103,0.00199201873938
104,0.0200034893661
105,0.0353291254922
106,0.0204783946588
107,0.02326983798
108,0.0130035489474
109,0.00693700027678
110,0.0129818841559
111,0.00742873796727
112,0.0110185349093
113,0.0140795720757
114,0.00532725711284
115,0.00663468168251
116,0.0209533628818
117,0.0117466358266
118,0.00791400508904
119,0.0077080365502
120,0.0163796334956
121,0.0136831583652
122,0.00613679101472
123,0.00880892980991
124,0.00658090875396
125,0.00596531606978
126,0.0115566923395
127,0.0148058046951
128,0.018087313487
129,0.00518920194664
130,0.00447346836512
131,0.00291680668537
132,0.0033961060742
133,0.00460226286128
134,0.0108889929216
135,0.00373344863074
136,0.0133146459856
137,0.00838223886816
138,0.00728589821042
139,0.0111801121742
140,0.00328875287902
141,0.00644206399655
142,0.00938567777306
143,0.0128478436263
144,0.0068620258718
145,0.00115283803185
146,0.00324483878668
147,0.0078545543581
148,0.00847301964747
149,0.0156185104703
150,0.00992594625418
151,0.0107235920957
152,0.0126369875353
153,0.0168936347685
154,0.0197832085171
155,0.0182506476723
156,0.0182886263443
157,0.0246591447218
158,0.0256930593554
159,0.0322867871215
160,0.0403075549103
161,0.0605167620501
162,0.0541212053708
163,0.0574360314651
164,0.066665060913
165,0.0635916627401
166,0.0741446289988
167,0.0875922262102
168,0.0857024849938
169,0.0834407996716
170,0.0911725916732
171,0.110527544901
172,0.11369407946
173,0.111967253673
174,0.109090696258
175,0.11375120294
176,0.113107332888
177,0.102550856448
178,0.0986440167322
179,0.0942145314014
180,0.0954109498516
181,0.0750575493665
182,0.0752640674784
183,0.0577671344151
184,0.0535783826699
185,0.0428692343442
186,0.0470363716213
187,0.0424180059386
