pixel,visibility
1,0.0108860142911
2,0.0496924539767
3,0.0577087633524
4,0.0966649536557
5,0.0814374090658
6,0.0817464684104
7,0.0559266007499
8,0.117581947721
9,0.0321259304158
10,0.0542254485796
11,0.0504288134481
12,0.085691015722
13,0.104669010543
14,0.0702608992736
15,0.0772017517975
16,0.0259151351783
17,0.0207224945033
18,0.0289279543216
19,0.0337007130254
20,0.0338538294392
21,0.0280479495386
22,0.0157609393603
23,0.0245387768237
24,0.0133497609272
25,0.00782952958607
26,0.012498397967
27,0.00597364193273
28,0.0358155023843
29,0.0229349111718
30,0.0575296933136
31,0.0380678554071
32,0.00446364318057
33,0.00917192421858
34,0.0350674189247
35,0.0499511063162
36,0.0316798232323
37,0.040070545632
38,0.0557297327501
39,0.0380516122498
40,0.0288623749546
41,0.0100566085141
42,0.0388411329076
43,0.0182575779911
44,0.0160113062199
45,0.0273530165059
46,0.0223730827746
47,0.00452285073091
48,0.0110232598677
49,0.0185754824989
50,0.0490953892818
51,0.0527340795868
52,0.00465778659794
53,0.0170055921842
54,0.0280730957179
55,0.0269635736784
56,0.0148593508285
57,0.0258211219286
58,0.0246706658144
59,0.0128856052291
60,0.0170472798377
61,0.0069077720055
62,0.0244498681835
63,0.0460109651395
64,0.0149449193499
65,0.0102729076324
66,0.014752162275
67,0.0199959831784
68,0.0178195307514
69,0.0330907022857
70,0.025886039104
71,0.00874858263723
72,0.0229169159582
73,0.0216606510753
74,0.00072399269647
75,0.0120400304577
76,0.0342568009319
77,0.00665722623519
78,0.0146292490656
79,0.0257945361006
80,0.00369924733282
81,0.0225836921524
82,0.0281641984026
83,0.0131869917759
84,0.0281307505108
85,0.0209141900474
86,0.0375544213744
87,0.0173077436115
88,0.0173241343698
89,0.0429341274022
90,0.0217699218563
91,0.0389338510751
92,0.040759226825
93,0.0217813569569
94,0.0207157188875
95,0.0230256866149
96,0.0315851112841
97,0.0427464313082
98,0.0140145620256
99,0.0555315761203
100,0.0171106747066
101,0.0237937563622
102,0.019597661647
103,0.0583022670069
104,0.0310010468058
105,0.0151306396661
106,0.0798445941117
107,0.0068274124099
108,0.0208969304138
109,0.0394179372202
110,0.0351522844978
111,0.0235738641969
112,0.0329561674288
113,0.00980779848929
114,0.0583701461637
115,0.0118949002836
116,0.0148287549098
117,0.036943203305
118,0.0463455732536
119,0.0109057916145
120,0.0334576103804
121,0.032598026018
122,0.016251348364
123,0.01717138978
124,0.0319959054871
125,0.0388370055481
126,0.0223097425928
127,0.0156982648507
128,0.0142649218431
129,0.0268387694502
130,0.0214976687041
131,0.0245246025562
132,0.00981339703249
133,0.0232664864375
134,0.0233771757768
135,0.0500271193975
136,0.0231308564148
137,0.0379602455886
138,0.0278117078583
139,0.0250324194068
140,0.0172761313272
141,0.0104746496437
142,0.00888129806181
143,0.0247252870027
144,0.00758081107796
