pixel,visibility
1,0.0516114723444
2,0.0295794970552
3,0.0205093698774
4,0.038373907301
5,0.0137911356038
6,0.0219065260186
7,0.0646545028911
8,0.0486611428695
9,0.0190411203945
10,0.0423000940895
11,0.0455455547998
12,0.0355794901633
13,0.0300424709036
14,0.044897163194
15,0.0461057065178
16,0.0194863130936
17,0.0186642634543
18,0.0167688008677
19,0.0304837882377
20,0.0429517217334
21,0.029771582977
22,0.0325990648832
23,0.0629685611704
24,0.0544564789002
25,0.0516545365864
26,0.0519406221885
27,0.0498458483141
28,0.0476745803224
29,0.050875384601
30,0.0458546489118
31,0.0255870647683
32,0.0417042071481
33,0.0427390974167
34,0.0184786461668
35,0.0476914524459
36,0.0253939455267
37,0.0244154169033
38,0.0225876494744
39,0.0376131642542
40,0.0540545387443
41,0.0556700083767
42,0.0458807057879
43,0.0434599615476
44,0.0627872204065
45,0.0403244732723
46,0.053758513928
47,0.0317544257706
48,0.0492297585131
49,0.0515792019547
50,0.0501613151933
51,0.0454429318188
52,0.0637145942217
53,0.0602703582126
54,0.0572363927601
55,0.0356867271856
56,0.0513105884747
57,0.0407058122134
58,0.0358155148291
59,0.0507303469388
60,0.053755411244
61,0.0457285658861
62,0.0451929735201
63,0.0392316972279
64,0.0549886579715
65,0.0540121273244
66,0.046719062742
67,0.0472619054154
68,0.0447437751065
69,0.0396309574729
70,0.0514467977223
71,0.0502531741932
72,0.0594094192361
73,0.0503520342033
74,0.0572856635327
75,0.0469073537013
76,0.046519392862
77,0.0539163288005
78,0.0531739483992
79,0.0496496802859
80,0.0404759726321
81,0.0437846838294
82,0.0447337830371
83,0.0698258604353
84,0.045673198762
85,0.0447585957864
86,0.059727587331
87,0.0547901418766
88,0.0607985320885
89,0.0438788062019
90,0.0509355267603
91,0.0536099767596
92,0.0559394939493
93,0.0437443179262
94,0.0484730706939
95,0.0610586999033
96,0.0575816531083
97,0.0471025329814
98,0.0596454101619
99,0.0467925753959
100,0.0558517750015
101,0.0638004253601
102,0.0533563060359
103,0.0394670348212
104,0.0477850530347
105,0.0509699740663
106,0.0578598096787
107,0.0392066924351
108,0.0607668843563
109,0.0486225959093
110,0.0724973520226
111,0.0441990450448
112,0.0414503138437
113,0.0513757733159
114,0.0546843936585
115,0.0629768651591
116,0.0582077016737
117,0.0633429965164
118,0.0742847546959
119,0.0628292102826
120,0.0656897734922
121,0.0509378153895
122,0.0652300633155
123,0.0571274462825
124,0.0467177025284
125,0.0545179068989
126,0.0637505248016
127,0.067381130931
128,0.0729237987439
129,0.0414262520432
130,0.0546795528175
131,0.0635322223625
132,0.0614369601937
133,0.0620821824995
134,0.0647722046491
135,0.0498621381723
136,0.0533001591751
137,0.0566741635157
138,0.0633273143825
139,0.0461750995891
140,0.0439923308973
141,0.0612147859466
142,0.0568415884291
143,0.060244539563
144,0.0656705076136
145,0.068888065387
146,0.0641422233497
147,0.0605880592735
148,0.0675648628764
149,0.0746747192735
150,0.060262169746
151,0.0668815706638
152,0.070364068976
153,0.064100775282
154,0.0530441226297
155,0.0696091074863
156,0.0546999907773
157,0.0527539219166
158,0.0468410685961
159,0.0507369848126
160,0.0570165093151
